Ｎｏ,分類,アイテム名,アイテム名：漢字,アイコンキャラ(*.sch),アイコンパレット(*.scl),買値,装備効果,威力,装備効果説明＆発動タイミング,なげつける威力,なげつける効果,しぜんのめぐみ威力,しぜんのめぐみタイプ,ついばむ効果,フィールドバック画面１行目：18文字目安,フィールドバック画面２行目：18文字目安,フィールドバック画面３行目：18文字目安,漢字の説明１,漢字の説明２,漢字の説明３,重要,便利,field保存先,b保存ボール,b保存戦闘用,b保存ＨＰ,b保存状態異常,b保存PP,Ｆ使用,Ｂ使用,ワークタイプ,ワーク,能力ガード,クリティカル,攻撃力,防御力,素早さ,命中率,特殊攻撃,特殊防御,レベルup,pp回復flg　（０＝選択ナシ、１＝選択アリ  ,pp回復値,pp値up,HP努力値,攻撃努力値,防御努力値,素早努力値,特攻努力値,特防努力値,なつき度1　（なつき度100未満）,なつき度2　（なつき度100以上200未満,なつき度3　（なつき度200以上）,眠り回復,毒回復,やけど回復,こおり回復,まひ回復,混乱回復,メロメロ回復,ＨＰ回復,瀕死回復,進化,備考／入手場所…ＦＳ（フレンドリーショップ）
293,装備,パワーアンクル,パワーアンクル,item_495,item_495,003000,SOUBI_SUBAYASADORYOKUTIUP,4,素早さの努力値が沢山入ってくる。装備していると素早さ1/2。威力＝入ってくる素早さ努力値。。メッセージなし,70,0,0,ー,0,もたせると　すばやさが　さがるが,ふつうよりも　ポケモンの　すばやさが,たかく　そだちやすい。,もたせると　すばやさが　さがるが,ふつうよりも　ポケモンの　すばやさが,たかく　そだちやすい。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
294,装備,パワーウエイト,パワーウエイト,item_496,item_496,003000,SOUBI_HPDORYOKUTIUP,4,ＨＰの努力値が沢山入ってくる。装備していると素早さ1/2。威力＝入ってくるＨＰ努力値。。メッセージなし,70,0,0,ー,0,もたせると　すばやさが　さがるが,ふつうよりも　ポケモンの　ＨＰが,たかく　そだちやすい。,もたせると　すばやさが　さがるが,ふつうよりも　ポケモンの　ＨＰが,たかく　そだちやすい。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
295,装備,きれいなぬけがら,きれいなぬけがら,item_401,item_401,000100,SOUBI_KANARAZUIREKAWARERU,0,必ず入れ替われる。メッセージなし,10,0,0,ー,0,じょうぶで　かたい　ぬけがら。,もたせた　ポケモンは　ひかえの,ポケモンと　かならず　いれかわれる。,じょうぶで　かたい　ぬけがら。,もたせた　ポケモンは　ひかえの,ポケモンと　かならず　いれかわれる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
296,装備,おおきなねっこ,おおきなねっこ,item_402,item_402,000200,SOUBI_KYUSYUURYOKUUP,30,→吸収してＨＰを回復する量３割上がる。メガドレイン、ギガドレイン、やどりぎのタネ、すいとる、ねをはる、等。威力＝回復量の上がる割合。,10,0,0,ー,0,もたせると　ＨＰを　すいとる　わざで,いつもより　おおく　じぶんの　ＨＰを,かいふくできる。,もたせると　ＨＰを　すいとる　わざで,いつもより　おおく　じぶんの　ＨＰを,かいふくできる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
297,装備,こだわりメガネ,こだわりメガネ,item_403,item_403,000200,SOUBI_ONAZIAWZAONLYTOKUSYUUP,0,特攻の元の値が1.5倍になるが、同じ技しか出せなくなる。。メッセージなし,10,0,0,ー,0,ちょっと　こだわった　メガネ。,もたせると　とくこうは　あがるが,おなじ　わざしか　だせなくなる。,ちょっと　こだわった　メガネ。,もたせると　とくこうは　あがるが,おなじ　わざしか　だせなくなる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
298,装備,ひのたまプレート,ひのたまプレート,item_453,item_453,001000,SOUBI_AUSUHONOOUP,20,炎タイプの技の威力が上がる。アウスが持つと炎タイプになる。,90,0,0,ー,0,ほのおの　タイプの　せきばん。,もたせると　ほのおタイプの,わざの　いりょくが　つよまる。,ほのおの　タイプの　せきばん。,もたせると　ほのおタイプの,わざの　いりょくが　つよまる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
299,装備,しずくプレート,しずくプレート,item_453,item_454,001000,SOUBI_AUSUMIZUUP,20,水タイプの技の威力が上がる。アウスが持つと水タイプになる。,90,0,0,ー,0,みずの　タイプの　せきばん。,もたせると　みずタイプの,わざの　いりょくが　つよまる。,みずの　タイプの　せきばん。,もたせると　みずタイプの,わざの　いりょくが　つよまる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
300,装備,いかずちプレート,いかずちプレート,item_453,item_455,001000,SOUBI_AUSUDENKIUP,20,電気タイプの技の威力が上がる。アウスが持つと電気タイプになる。,90,0,0,ー,0,でんきの　タイプの　せきばん。,もたせると　でんきタイプの,わざの　いりょくが　つよまる。,でんきの　タイプの　せきばん。,もたせると　でんきタイプの,わざの　いりょくが　つよまる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
301,装備,みどりのプレート,みどりのプレート,item_453,item_456,001000,SOUBI_AUSUKUSAUP,20,草タイプの技の威力が上がる。アウスが持つと草タイプになる。,90,0,0,ー,0,くさの　タイプの　せきばん。,もたせると　くさタイプの,わざの　いりょくが　つよまる。,くさの　タイプの　せきばん。,もたせると　くさタイプの,わざの　いりょくが　つよまる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
302,装備,つららのプレート,つららのプレート,item_453,item_457,001000,SOUBI_AUSUKOORIUP,20,氷タイプの技の威力が上がる。アウスが持つと氷タイプになる。,90,0,0,ー,0,こおりの　タイプの　せきばん。,もたせると　こおりタイプの,わざの　いりょくが　つよまる。,こおりの　タイプの　せきばん。,もたせると　こおりタイプの,わざの　いりょくが　つよまる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
303,装備,こぶしのプレート,こぶしのプレート,item_453,item_458,001000,SOUBI_AUSUKAKUTOUUP,20,格闘タイプの技の威力が上がる。アウスが持つと格闘タイプになる。,90,0,0,ー,0,かくとうの　タイプの　せきばん。,もたせると　かくとうタイプの,わざの　いりょくが　つよまる。,かくとうの　タイプの　せきばん。,もたせると　かくとうタイプの,わざの　いりょくが　つよまる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
304,装備,もうどくプレート,もうどくプレート,item_453,item_459,001000,SOUBI_AUSUDOKUBARIUP,20,毒タイプの技の威力が上がる。アウスが持つと毒タイプになる。,90,0,0,ー,0,どくの　タイプの　せきばん。,もたせると　どくタイプの,わざの　いりょくが　つよまる。,どくの　タイプの　せきばん。,もたせると　どくタイプの,わざの　いりょくが　つよまる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
305,装備,だいちのプレート,だいちのプレート,item_453,item_460,001000,SOUBI_AUSUZIMENUP,20,地面タイプの技の威力が上がる。アウスが持つと地面タイプになる。,90,0,0,ー,0,じめんの　タイプの　せきばん。,もたせると　じめんタイプの,わざの　いりょくが　つよまる。,じめんの　タイプの　せきばん。,もたせると　じめんタイプの,わざの　いりょくが　つよまる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
306,装備,あおぞらプレート,あおぞらプレート,item_453,item_461,001000,SOUBI_AUSUTORIUP,20,飛行タイプの技の威力が上がる。アウスが持つと飛行タイプになる。,90,0,0,ー,0,ひこうの　タイプの　せきばん。,もたせると　ひこうタイプの,わざの　いりょくが　つよまる。,ひこうの　タイプの　せきばん。,もたせると　ひこうタイプの,わざの　いりょくが　つよまる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
307,装備,ふしぎのプレート,ふしぎのプレート,item_453,item_462,001000,SOUBI_AUSUESUPAAUP,20,エスパータイプの技の威力が上がる。アウスが持つとエスパータイプになる。,90,0,0,ー,0,エスパーの　タイプの　せきばん。,もたせると　エスパータイプの,わざの　いりょくが　つよまる。,エスパーの　タイプの　せきばん。,もたせると　エスパータイプの,わざの　いりょくが　つよまる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
308,装備,たまむしプレート,たまむしプレート,item_453,item_463,001000,SOUBI_AUSUMUSIIRYOKUUP,20,虫タイプの技の威力が上がる。アウスが持つと虫タイプになる。,90,0,0,ー,0,むしの　タイプの　せきばん。,もたせると　むしタイプの,わざの　いりょくが　つよまる。,むしの　タイプの　せきばん。,もたせると　むしタイプの,わざの　いりょくが　つよまる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
309,装備,がんせきプレート,がんせきプレート,item_453,item_464,001000,SOUBI_AUSUIWAUP,20,岩タイプの技の威力が上がる。アウスが持つと岩タイプになる。,90,0,0,ー,0,いわの　タイプの　せきばん。,もたせると　いわタイプの,わざの　いりょくが　つよまる。,いわの　タイプの　せきばん。,もたせると　いわタイプの,わざの　いりょくが　つよまる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
310,装備,もののけプレート,もののけプレート,item_453,item_465,001000,SOUBI_AUSUGOOSUTOUP,20,ゴーストタイプの技の威力が上がる。アウスが持つとゴーストタイプになる。,90,0,0,ー,0,ゴーストの　タイプの　せきばん。,もたせると　ゴーストタイプの,わざの　いりょくが　つよまる。,ゴーストの　タイプの　せきばん。,もたせると　ゴーストタイプの,わざの　いりょくが　つよまる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
311,装備,りゅうのプレート,りゅうのプレート,item_453,item_466,001000,SOUBI_AUSUDORAGONUP,20,ドラゴンタイプの技の威力が上がる。アウスが持つとドラゴンタイプになる。,90,0,0,ー,0,ドラゴンの　タイプの　せきばん。,もたせると　ドラゴンタイプの,わざの　いりょくが　つよまる。,ドラゴンの　タイプの　せきばん。,もたせると　ドラゴンタイプの,わざの　いりょくが　つよまる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
312,装備,こわもてプレート,こわもてプレート,item_453,item_467,001000,SOUBI_AUSUAKUUP,20,悪タイプの技の威力が上がる。アウスが持つと悪タイプになる。,90,0,0,ー,0,あくの　タイプの　せきばん。,もたせると　あくタイプの,わざの　いりょくが　つよまる。,あくの　タイプの　せきばん。,もたせると　あくタイプの,わざの　いりょくが　つよまる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
313,装備,こうてつプレート,こうてつプレート,item_453,item_468,001000,SOUBI_AUSUHAGANEIRYOKUUP,20,鋼タイプの技の威力が上がる。アウスが持つと鋼タイプになる。,90,0,0,ー,0,はがねの　タイプの　せきばん。,もたせると　はがねタイプの,わざの　いりょくが　つよまる。,はがねの　タイプの　せきばん。,もたせると　はがねタイプの,わざの　いりょくが　つよまる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
314,装備,あやしいおこう,あやしいおこう,item_404,item_404,009600,SOUBI_ESUPAAUP,20,エスパータイプの技の威力が上がる。バリヤード♀ともう片方の親のどちらかが装備して育て屋に預けると、マネネが生まれる。,10,0,0,ー,0,ふしぎな　かおりの　おこう。,もたせると　エスパータイプの,わざの　いりょくが　あがる。,ふしぎな　かおりの　おこう。,もたせると　エスパータイプの,わざの　いりょくが　あがる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
315,装備,がんせきおこう,がんせきおこう,item_405,item_405,009600,SOUBI_IWAUP,20,岩タイプの技の威力が上がる。ウソッキー♀ともう片方の親のどちらかが装備して育て屋に預けると、ウソハチが生まれる。,10,0,0,ー,0,ふしぎな　かおりの　おこう。,もたせると　いわタイプの,わざの　いりょくが　あがる。,ふしぎな　かおりの　おこう。,もたせると　いわタイプの,わざの　いりょくが　あがる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
316,装備,まんぷくおこう,まんぷくおこう,item_406,item_406,009600,SOUBI_KOUKOUNINARU,0,同じ技プライオリティ間だと必ず後攻になる。カビゴン♀ともう片方の親のどちらかが装備して育て屋に預けると、ゴンベエが生まれる。,10,0,0,ー,0,ふしぎな　かおりの　おこう。,もたせた　ポケモンは　いつもより,こうどうが　おそくなる。,ふしぎな　かおりの　おこう。,もたせた　ポケモンは　いつもより,こうどうが　おそくなる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
317,装備,さざなみのおこう,さざなみのおこう,item_407,item_407,009600,SOUBI_MIZUUP,20,水タイプの技の威力が上がる。マンタ♀ともう片方の親のどちらかが装備して育て屋に預けると、タマンタが生まれる。,10,0,0,ー,0,ふしぎな　かおりの　おこう。,もたせると　みずタイプの,わざの　いりょくが　あがる。,ふしぎな　かおりの　おこう。,もたせると　みずタイプの,わざの　いりょくが　あがる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
318,装備,おはなのおこう,おはなのおこう,item_408,item_408,009600,SOUBI_KUSAUP,20,草タイプの技の威力が上がる。ロゼリア♀ともう片方の親のどちらかが装備して育て屋に預けると、スボミーが生まれる。,10,0,0,ー,0,ふしぎな　かおりの　おこう。,もたせると　くさタイプの,わざの　いりょくが　あがる。,ふしぎな　かおりの　おこう。,もたせると　くさタイプの,わざの　いりょくが　あがる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
319,装備,こううんのおこう,こううんのおこう,item_409,item_409,009600,SOUBI_OKANENIBAI,10,１回でも戦闘に出ると、その戦闘でもらえるお金が２倍になる。ラッキーともう片方の親のどちらかが装備して育て屋に預けると、コラッキーが生まれる。,10,0,0,ー,0,もたせた　ポケモンが　いちどでも,せんとうに　かおを　だすと,おかねが　２ばい　もらえる。,もたせた　ポケモンが　いちどでも,せんとうに　かおを　だすと,おかねが　２ばい　もらえる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14番道路：女の子に「ラッキー」を見せると入手
320,装備,きよめのおこう,きよめのおこう,item_410,item_410,009600,SOUBI_ENCOUNTRITUDOWN,0,エンカウント率が２／３になる。チリーンともう片方の親のどちらかが装備して育て屋に預けると、リリーンが生まれる。,10,0,0,ー,0,いちばん　まえの　ポケモンに,もたせると　やせいポケモンが,でて　きにくくなる。,いちばん　まえの　ポケモンに,もたせると　やせいポケモンが,でて　きにくくなる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
321,装備,プロテクター,プロテクター,item_499,item_499,002100,SOUBI_SAIDONSINKA,0,サイドンに持たせて通信交換でドサイドンに進化,80,0,0,ー,0,なにかの　プロテクター。,とても　かたくて　おもい。,ある　ポケモンが　このんでいる。,なにかの　プロテクター。,とても　かたくて　おもい。,ある　ポケモンが　このんでいる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
322,装備,エレキブースター,エレキブースター,item_411,item_411,002100,SOUBI_EREBUSINKA,0,エレブーに持たせて通信交換でエレキブルに進化,80,0,0,ー,0,とてつもない　でんきの　エネルギーが,たくわえられている　はこ。,ある　ポケモンが　このんでいる。,とてつもない　でんきの　エネルギーが,たくわえられている　はこ。,ある　ポケモンが　このんでいる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
323,装備,マグマブースター,マグマブースター,item_412,item_412,002100,SOUBI_BUBASINKA,0,ブーバーに持たせて通信交換でブーバーンに進化,80,0,0,ー,0,とてつもない　マグマの　エネルギーが,たくわえられている　はこ。,ある　ポケモンが　このんでいる。,とてつもない　マグマの　エネルギーが,たくわえられている　はこ。,ある　ポケモンが　このんでいる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
324,装備,あやしいパッチ,あやしいパッチ,item_413,item_413,002100,SOUBI_PORIGON2SINKA,0,ポリゴン２に持たせて通信交換でポリゴンＺに進化,50,0,0,ー,0,なかに　あやしい　じょうほうが,つまった　とうめいな　きかい。,せいさくしゃは　ふめい。,なかに　あやしい　じょうほうが,つまった　とうめいな　きかい。,せいさくしゃは　ふめい。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
325,装備,れいかいのぬの,れいかいのぬの,item_414,item_414,002100,SOUBI_SAMAYORUSINKA,0,サマヨールに持たせて通信交換でヨノワールに進化,10,0,0,ー,0,おそろしく　つよい　れいりょくが,こめられている　ぬの。,ある　ポケモンが　このんでいる。,おそろしく　つよい　れいりょくが,こめられている　ぬの。,ある　ポケモンが　このんでいる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
326,装備,するどいツメ,するどいツメ,item_415,item_415,002100,SOUBI_KYUUSYONIATARIYASUI,0,急所に当たる確率が上がる。ニューラに持たせて「よる」「しんや」でマニューラに進化,80,0,0,ー,0,するどく　とがった　ツメ。,もたせると　わざが　きゅうしょに,あたりやすくなる。,するどく　とがった　ツメ。,もたせると　わざが　きゅうしょに,あたりやすくなる。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
327,装備,するどいキバ,するどいキバ,item_416,item_416,002100,SOUBI_HIRUMASERU,10,ダメージ技を出すと、相手をひるませることがある。威力＝％。グライガーに持たせて「よる」「しんや」でグライオンに進化,30,NAGETUKERU_HIRUMASERU,0,ー,0,するどく　とがった　キバ。,もたせると　ダメージを　あたえたとき,ひるませることが　ある。,するどく　とがった　キバ。,もたせると　ダメージを　あたえたとき,ひるませることが　ある。,0,0,NORMAL,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
328,技マシン,わざマシン０１,わざマシン０１,item_289,item_289,003000,0,0,264　きあいパンチ:かくとう,0,0,0,ー,0,せいしんを　たかめて　こうげきする。,わざを　だすまえに　こうげきを,うけると　しっぱいする。,せいしんを　たかめて　こうげきする。,わざを　だすまえに　こうげきを,うけると　しっぱいする。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,タンバジム：シジマに勝利で入手
329,技マシン,わざマシン０２,わざマシン０２,item_289,item_290,003000,0,0,337　ドラゴンクロー：ドラゴン,0,0,0,ー,0,するどく　とがった　きょだいな,ツメで　ひっかいて　こうげきする。,,するどく　とがった　きょだいな,ツメで　ひっかいて　こうげきする。,,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
330,技マシン,わざマシン０３,わざマシン０３,item_289,item_291,003000,0,0,352　みずのはどう：みず,0,0,0,ー,0,みずの　しんどうを　あたえて,こうげきする。　あいてを　こんらんの,じょうたいに　することが　ある。,みずの　しんどうを　あたえて,こうげきする。　あいてを　こんらんの,じょうたいに　することが　ある。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
331,技マシン,わざマシン０４,わざマシン０４,item_289,item_292,001500,0,0,347　めいそう：エスパー,0,0,0,ー,0,しずかに　せいしんを　とういつして,こころを　しずめることで　じぶんの,とくこうと　とくぼうを　あげる。,しずかに　せいしんを　とういつして,こころを　しずめることで　じぶんの,とくこうと　とくぼうを　あげる。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
332,技マシン,わざマシン０５,わざマシン０５,item_289,item_293,001000,0,0,046　ほえる：ノーマル,0,0,0,ー,0,あいてを　にがして　ひかえポケモンを,ひきずりだす。　やせいポケモンなら,せんとうは　おわる。,あいてを　にがして　ひかえポケモンを,ひきずりだす。　やせいポケモンなら,せんとうは　おわる。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,32番道路：男性から入手
333,技マシン,わざマシン０６,わざマシン０６,item_289,item_294,003000,0,0,092　どくどく：どく,0,0,0,ー,0,もうどくの　じょうたいに　する。,ターンすうが　すすむほど　どくの,ダメージりょうは　ふえる。,もうどくの　じょうたいに　する。,ターンすうが　すすむほど　どくの,ダメージりょうは　ふえる。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,セキチクジム：アンズに勝利で入手
334,技マシン,わざマシン０７,わざマシン０７,item_289,item_295,002000,0,0,258　あられ：こおり,0,0,0,ー,0,５ターンの　あいだ　あられを,ふらして　こおりタイプ　いがいの,ポケモンに　ダメージを　あたえる。,５ターンの　あいだ　あられを,ふらして　こおりタイプ　いがいの,ポケモンに　ダメージを　あたえる。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,チョウジジム：ヤナギに勝利で入手
335,技マシン,わざマシン０８,わざマシン０８,item_289,item_289,001500,0,0,339　ビルドアップ：かくとう,0,0,0,ー,0,ちからを　こめて　きんにくを,あつくする　ことで　じぶんの,こうげきと　ぼうぎょを　あげる。,ちからを　こめて　きんにくを,あつくする　ことで　じぶんの,こうげきと　ぼうぎょを　あげる。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
336,技マシン,わざマシン０９,わざマシン０９,item_289,item_297,002000,0,0,331　タネマシンガン：くさ,0,0,0,ー,0,タネを　いきおいよく　２ー５かい,はっしゃして　こうげきする。,,タネを　いきおいよく　２ー５かい,はっしゃして　こうげきする。,,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
337,技マシン,わざマシン１０,わざマシン１０,item_289,item_293,002000,0,0,237　めざめるパワー：ノーマル,0,0,0,ー,0,おぼえる　ポケモンの　かくされた,のうりょくで　わざの　タイプと,いりょくが　　かわる。,おぼえる　ポケモンの　かくされた,のうりょくで　わざの　タイプと,いりょくが　　かわる。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,いかりの湖：左上の小屋
338,技マシン,わざマシン１１,わざマシン１１,item_289,item_299,002000,0,0,241　にほんばれ：ほのお,0,0,0,ー,0,５ターンの　あいだ　ひざしを,つよくして　ほのおタイプの,わざの　いりょくを　あげる。,５ターンの　あいだ　ひざしを,つよくして　ほのおタイプの,わざの　いりょくを　あげる。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ラジオ塔３F：女の子から入手（占拠イベント後）
339,技マシン,わざマシン１２,わざマシン１２,item_289,item_300,001500,0,0,269　ちょうはつ：あく,0,0,0,ー,0,あいてを　おこらせて　２ー４ターンの,あいだ　ダメージを　あたえるわざ,いがい　だせない　ようにする。,あいてを　おこらせて　２ー４ターンの,あいだ　ダメージを　あたえるわざ,いがい　だせない　ようにする。,0,0,WAZA,0,0,0,0,0,WAZA,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
